,price,proc_cores,proc_speed,mem_type,mem_cap,num_USB,storage_type,storage_cap,graphics,form,brand
1657,257,4.0,3.1,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1659,272,2.0,3.4,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1661,235,6.0,2.9,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1662,144,2.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1664,405,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1665,229,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1666,163,2.0,2.9,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1667,429,4.0,3.2,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1668,222,4.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,DELL
1670,305,6.0,2.8,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1671,246,2.0,3.3,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1672,254,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
1673,167,2.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1674,222,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1675,415,4.0,3.2,ddr3,16.0,4.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1681,210,2.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1682,180,2.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
1683,369,6.0,2.8,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1685,228,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1686,410,4.0,3.2,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,DELL
1687,349,4.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,DELL
1689,258,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1690,277,4.0,3.2,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1691,273,4.0,3.2,ddr3,16.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1692,282,2.0,3.4,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1693,217,4.0,3.1,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1694,254,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1695,219,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1696,239,2.0,3.3,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1697,144,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1698,212,4.0,3.1,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,DELL
1700,229,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1702,218,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1703,293,2.0,3.4,ddr3,8.0,4.0,hdd,1024.0,INTEGRATED,TOWER,HP
1704,195,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1705,267,2.0,3.3,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1706,193,4.0,3.2,ddr3,4.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1707,156,2.0,2.9,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1708,220,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1709,172,2.0,3.3,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1710,263,2.0,3.3,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1711,397,4.0,3.2,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1712,277,4.0,3.0,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1714,198,2.0,3.4,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1715,264,4.0,3.1,ddr3,8.0,7.0,hdd,2048.0,INTEGRATED,SMALL,HP
1716,458,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1717,176,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1719,224,2.0,3.4,ddr3,8.0,6.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1720,192,2.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1723,203,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,HP
1724,194,4.0,3.1,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1725,301,4.0,3.2,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1726,244,4.0,3.0,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1727,214,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1728,367,4.0,3.2,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1730,216,4.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1731,361,4.0,3.2,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1732,198,4.0,3.1,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1733,198,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1734,177,2.0,3.3,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,DELL
1735,203,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1737,171,2.0,3.3,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,DELL
1738,174,2.0,3.1,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1739,179,2.0,3.1,ddr3,4.0,9.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1741,209,4.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
1742,200,4.0,3.1,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1746,261,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
1748,211,2.0,3.3,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1749,230,4.0,3.1,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,DELL
1752,593,2.0,2.4,ddr3,8.0,9.0,hdd,2048.0,NVIDIA,TOWER,HP
1753,225,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1754,367,4.0,3.2,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1756,362,4.0,3.2,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1757,194,2.0,3.1,ddr3,4.0,7.0,hdd,1024.0,INTEGRATED,SMALL,HP
1758,200,4.0,3.1,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1759,209,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1760,235,6.0,2.9,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1762,295,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1764,280,4.0,3.2,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1765,147,2.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1767,167,4.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1768,171,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
1769,393,4.0,2.9,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1770,289,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1773,389,4.0,3.1,ddr3,4.0,6.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1774,548,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1776,271,4.0,3.1,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
1777,225,4.0,3.2,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1778,202,2.0,3.1,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1779,227,2.0,3.3,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
1780,223,4.0,3.2,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1781,217,2.0,3.4,ddr3,4.0,4.0,hdd,250.0,INTEGRATED,TOWER,DELL
1782,203,2.0,2.9,ddr3,4.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1783,220,2.0,3.1,ddr3,8.0,7.0,hdd,2048.0,INTEGRATED,SMALL,HP
1784,294,6.0,2.8,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1785,179,2.0,2.9,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1789,203,4.0,3.1,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1790,298,2.0,3.4,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1791,242,4.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1793,425,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1795,180,2.0,2.9,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1796,268,4.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
1798,257,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1802,320,6.0,2.8,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1804,222,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1807,195,4.0,2.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1808,189,2.0,3.1,ddr3,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1809,172,2.0,3.1,ddr3,8.0,6.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1810,188,4.0,2.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,LENOVO
1811,196,4.0,3.4,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1812,174,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1813,152,2.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1814,159,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1815,164,4.0,3.2,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,LENOVO
1816,174,4.0,3.2,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1817,164,4.0,3.2,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,TOWER,LENOVO
1818,227,4.0,3.2,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,LENOVO
1819,266,6.0,3.4,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1820,203,4.0,3.1,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1821,145,2.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1822,184,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1823,114,2.0,3.0,ddr3,4.0,8.0,hdd,160.0,INTEGRATED,TOWER,LENOVO
1824,222,4.0,3.2,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1825,156,2.0,3.3,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1826,192,4.0,3.1,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,TOWER,LENOVO
1827,197,4.0,3.2,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1828,134,2.0,3.0,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,LENOVO
1829,116,2.0,3.0,ddr3,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,LENOVO
1830,139,2.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1831,209,4.0,3.1,ddr3,8.0,8.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1832,131,2.0,3.0,ddr3,4.0,8.0,hdd,320.0,INTEGRATED,TOWER,LENOVO
1833,167,2.0,3.1,ddr3,4.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1834,225,4.0,3.1,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,LENOVO
1835,124,2.0,2.3,ddr2,4.0,8.0,hdd,750.0,INTEGRATED,SMALL,LENOVO
1836,148,4.0,3.2,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1837,147,2.0,3.1,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,LENOVO
1838,167,4.0,3.1,ddr3,4.0,6.0,hdd,250.0,INTEGRATED,SMALL,LENOVO
1839,619,4.0,2.7,ddr4,8.0,6.0,hdd,1024.0,INTEGRATED,SMALL,LENOVO
1842,282,4.0,3.2,ddr3,16.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1861,146,2.0,3.3,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
1869,324,2.0,3.4,ddr3,4.0,10.0,hdd,2048.0,INTEGRATED,SMALL,DELL
1884,210,4.0,2.9,ddr3,8.0,10.0,hdd,500.0,INTEGRATED,SMALL,HP
1927,389,6.0,3.1,ddr3,8.0,10.0,ssd,256.0,INTEGRATED,SMALL,HP
1932,329,2.0,3.4,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1945,289,4.0,3.2,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1952,325,2.0,3.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1974,183,2.0,3.3,ddr3,4.0,8.0,hdd,1024.0,INTEGRATED,TOWER,HP
1978,259,2.0,3.3,ddr3,16.0,8.0,hdd,2048.0,INTEGRATED,TOWER,HP
1979,249,4.0,2.4,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1980,158,4.0,2.4,ddr3,4.0,10.0,hdd,500.0,INTEGRATED,SMALL,HP
1981,201,4.0,2.4,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
1982,172,2.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1983,305,6.0,2.9,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1984,233,2.0,3.1,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1985,257,4.0,2.4,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1986,140,2.0,3.1,ddr3,4.0,10.0,hdd,160.0,INTEGRATED,SMALL,HP
1987,193,4.0,2.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1988,140,4.0,2.4,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,HP
1989,191,4.0,2.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1990,153,4.0,2.4,ddr3,4.0,10.0,hdd,500.0,INTEGRATED,TOWER,HP
1991,149,2.0,3.1,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
1992,168,4.0,2.4,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
1993,167,4.0,2.4,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1994,304,4.0,3.4,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
1995,232,2.0,3.1,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1996,252,4.0,2.4,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1997,161,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
1998,141,4.0,2.4,ddr2,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
1999,177,4.0,2.4,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2000,183,2.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2001,194,2.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2002,230,2.0,3.1,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2003,172,2.0,2.9,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,HP
2004,175,4.0,2.4,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2005,236,2.0,3.1,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2006,196,4.0,2.4,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
2007,152,4.0,2.4,ddr2,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
2008,174,2.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2009,188,2.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2010,142,4.0,2.4,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,HP
2011,272,2.0,3.4,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2012,151,4.0,2.4,ddr3,4.0,10.0,hdd,500.0,INTEGRATED,SMALL,HP
2013,193,2.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2014,256,4.0,2.4,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2015,245,4.0,2.4,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
2016,271,6.0,2.8,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
2017,351,6.0,2.8,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
2018,283,6.0,2.8,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2019,331,6.0,2.8,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
2020,342,6.0,2.8,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2021,280,6.0,2.8,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,TOWER,DELL
2022,291,6.0,2.8,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
2023,270,6.0,2.8,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,HP
2024,230,6.0,2.8,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
2025,298,6.0,2.8,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,DELL
2026,319,6.0,2.8,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,SMALL,HP
2027,326,6.0,2.8,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2028,228,6.0,2.8,ddr3,4.0,8.0,hdd,250.0,INTEGRATED,SMALL,DELL
2029,312,6.0,2.8,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
2040,210,2.0,3.0,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
2047,147,2.0,3.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2048,142,2.0,3.0,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2055,117,2.0,3.0,ddr3,4.0,10.0,hdd,160.0,INTEGRATED,TOWER,HP
2057,211,2.0,3.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2059,205,2.0,3.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
2063,152,2.0,3.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
2066,219,2.0,3.0,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2075,124,2.0,3.0,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
2076,200,4.0,3.1,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,SMALL,DELL
2077,182,4.0,2.5,ddr3,4.0,7.0,hdd,250.0,INTEGRATED,SMALL,DELL
2078,200,4.0,3.1,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,TOWER,DELL
2079,153,2.0,3.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
2080,183,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2081,140,2.0,3.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2082,195,4.0,2.5,ddr3,4.0,7.0,hdd,320.0,INTEGRATED,SMALL,DELL
2083,181,2.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,DELL
2084,236,4.0,3.1,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,TOWER,DELL
2085,150,2.0,3.0,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2086,109,1.0,3.0,ddr3,4.0,10.0,hdd,160.0,INTEGRATED,SMALL,HP
2087,189,4.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,DELL
2088,209,1.0,3.0,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2089,203,1.0,3.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2090,151,2.0,3.0,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
2091,205,2.0,3.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
2092,148,2.0,3.0,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2093,215,4.0,3.1,ddr3,4.0,8.0,hdd,500.0,INTEGRATED,SMALL,HP
2094,98,2.0,1.8,ddr2,4.0,6.0,hdd,160.0,INTEGRATED,SMALL,DELL
2095,121,2.0,3.0,ddr2,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
2096,178,2.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2097,198,2.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2098,121,2.0,3.0,ddr2,4.0,8.0,hdd,320.0,INTEGRATED,SMALL,HP
2099,212,4.0,2.5,ddr3,8.0,7.0,hdd,320.0,INTEGRATED,SMALL,DELL
2100,185,4.0,2.4,ddr3,8.0,8.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2101,161,1.0,3.0,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2102,119,2.0,3.0,ddr3,4.0,8.0,hdd,750.0,INTEGRATED,SMALL,HP
2103,104,2.0,3.0,ddr2,2.0,8.0,hdd,80.0,INTEGRATED,SMALL,HP
2104,107,2.0,3.0,ddr2,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,HP
2105,158,2.0,3.0,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,HP
2106,138,2.0,3.0,ddr2,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
2107,218,4.0,3.1,ddr3,8.0,10.0,hdd,500.0,INTEGRATED,SMALL,DELL
2108,104,2.0,3.0,ddr2,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,HP
2109,121,2.0,3.0,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,TOWER,HP
2110,209,2.0,3.0,ddr3,16.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2111,164,2.0,3.0,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2112,220,4.0,2.5,ddr3,4.0,7.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2113,205,2.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2114,110,2.0,3.0,ddr3,4.0,10.0,hdd,160.0,INTEGRATED,SMALL,HP
2115,217,4.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2116,121,2.0,3.0,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2117,140,1.0,3.0,ddr3,8.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2118,222,2.0,3.0,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,SMALL,HP
2119,119,1.0,3.0,ddr3,4.0,10.0,hdd,320.0,INTEGRATED,SMALL,HP
2120,130,2.0,3.0,ddr2,4.0,8.0,hdd,1024.0,INTEGRATED,SMALL,HP
2121,210,2.0,3.0,ddr3,16.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
2122,213,2.0,3.1,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,DELL
2123,236,4.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2124,141,2.0,3.0,ddr3,8.0,8.0,hdd,500.0,INTEGRATED,TOWER,DELL
2125,156,2.0,3.0,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2126,166,1.0,3.0,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2127,189,4.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,TOWER,DELL
2128,131,2.0,3.0,ddr3,8.0,8.0,hdd,750.0,INTEGRATED,SMALL,HP
2129,217,4.0,3.1,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,TOWER,DELL
2130,156,2.0,3.1,ddr3,4.0,10.0,hdd,250.0,INTEGRATED,SMALL,DELL
2131,163,2.0,3.0,ddr3,8.0,10.0,hdd,2048.0,INTEGRATED,TOWER,HP
2132,154,2.0,3.0,ddr3,4.0,8.0,hdd,750.0,INTEGRATED,SMALL,HP
2133,97,2.0,2.3,ddr3,4.0,8.0,hdd,160.0,INTEGRATED,SMALL,DELL
2134,104,2.0,3.0,ddr2,2.0,8.0,hdd,80.0,INTEGRATED,SMALL,HP
2135,237,4.0,3.1,ddr3,8.0,10.0,hdd,1024.0,INTEGRATED,SMALL,DELL
2136,135,1.0,3.0,ddr3,4.0,10.0,hdd,1024.0,INTEGRATED,SMALL,HP
2151,324,6.0,3.4,ddr3,8.0,8.0,hdd,2048.0,INTEGRATED,TOWER,DELL
